en,zh,BLEU,BERTSCORE_F1,BERTSCORE_P,BERTSCORE_R,EN_LEN
Don't take anything for granted.,凡事千万不能信以为真。,0.0,0.49127188324928284,0.5329492092132568,0.4556402266025543,7
"But here's the thing: When you get proof,  you need to accept the proof, and we're not that good at doing that.",但有一点需要注意，当你获得证据的时候， 你需要接受那样的证据，但我们并不善于这么做。,0.1629793336010672,0.4262227416038513,0.36927011609077454,0.5039465427398682,29
And the reason that I can say that is because  we're now in an epidemic of fear  like one I've never seen and hope never to see again.,原因，我认为是 我们现在都得了恐惧的传染病， 这样一种传染病之广度和深度是我从未经历的，更希望以后不会再次出现。,0.0,0.38802653551101685,0.353507936000824,0.4300158619880676,33
"About 12 years ago, there was a story published,  a horrible story,  that linked the epidemic of autism  to the measles, mumps and rubella vaccine shot.",12年前，媒体暴光了一则消息， 那是一个非常可怕的消息， 它将自闭症 与接受麻疹、腮腺炎和风疹疫苗注射关联在一起。,0.0,0.39450645446777344,0.38117215037345886,0.40880751609802246,34
Very scary.,确实很可怕。,0.0,0.6002025008201599,0.6162475347518921,0.5849717855453491,3
Tons of studies were done to see if this was true.,于是有大量的研究围绕这一事件而展开。,0.7934033722384815,0.5471624135971069,0.5699282884597778,0.5261454582214355,12
Tons of studies should have been done; it's a serious issue.,确实有必要做这些研究，因为那确实是一个严重的事件。,0.0,0.4003639817237854,0.34452712535858154,0.47780004143714905,14
The data came back.,最后数据出来了。,0.0,0.49705007672309875,0.5185994505882263,0.4772201478481293,5
"The data came back from the United States, from England,  from Sweden, from Canada,  and it was all the same: no correlation,  no connection, none at all.",来自美国、英国 瑞典、加拿大的数据验证了 同样的结论，即自闭症和疫苗二者之间没有关联， 没有任何联系，根本没有联系。,0.0,0.4236155152320862,0.39901652932167053,0.4514468014240265,38
"It doesn't matter. It doesn't matter  because we believe anecdotes,  we believe what we see, what we think we see,  what makes us feel real.",但这个结果对于大众而言没有太大意义。 因为我们喜欢听小故事， 我们会相信我们眼睛看到的，相信我们内心认为我们看到的 相信那些让我们觉得真实的事情。,5.499748437917185e-09,0.48808661103248596,0.5667604804039001,0.428592324256897,35
"We don't believe a bunch of documents  from a government official giving us data,  and I do understand that, I think we all do.",但就是不相信一堆的化验文件， 不相信来自政府部门的数据， 我也能理解这一点，我想我们所有人都有这样的心理。,0.12427280164767711,0.4232279658317566,0.38100817799568176,0.475970596075058,30
But you know what?,但后果如何呢？,0.0,0.35627514123916626,0.28397873044013977,0.477954626083374,5
The result of that has been disastrous.,后果令人不堪设想，,0.0,0.4915235638618469,0.52449631690979,0.462451308965683,8
Disastrous because here's a fact:  The United States is one of the only countries in the world  where the vaccine rate for measles is going down.,请听这个事实： 美国是世界上唯一一个 麻疹接种比例在下降的国家。,0.0,0.3781836926937103,0.3343198299407959,0.43529602885246277,31
"That is disgraceful,  and we should be ashamed of ourselves.",这足以让我们感到羞辱， 我们应当为此感到惭愧。,0.0,0.3888442814350128,0.35246792435646057,0.433593213558197,13
It's horrible.,这是很可怕的事情。,0.0,0.5256861448287964,0.5526690483093262,0.501215398311615,4
What kind of a thing happened  that we could do that?,到底是因为什么 才使得这样的事情发生？,0.12427280164767711,0.38108691573143005,0.3218972682952881,0.46694818139076233,13
"Now, I understand it. I do understand it.",现在我明白了。真的明白了。,2.002152301552759,0.6289390921592712,0.6878482103347778,0.5793241858482361,11
"Because, did anyone have measles here?",请问这里有人得过麻疹吗？,0.0,0.5339915752410889,0.5710501670837402,0.5014496445655823,8
Has one person in this audience ever seen someone die of measles?,你们当中有人看到别人因为患上了麻疹而死亡吗？,0.0,0.3972618877887726,0.3495684564113617,0.4600255787372589,13
Doesn't happen very much.,不多、不多。,6.567274736060395,0.6007402539253235,0.6006381511688232,0.600842297077179,6
"Doesn't happen in this country at all,  but it happened 160,000 times in the world last year.",事实上它也不会发生在这个国家， 但是，过去一年里，有16万人因为患有麻疹而死去。,0.16241046162912467,0.41715994477272034,0.3596479892730713,0.4965668320655823,21
That's a lot of death of measles --  20 an hour.,这个数字是巨大的， 基本是每个小时有20人因此而死去。,0.5968778254024732,0.5124391317367554,0.5378652215003967,0.4893084764480591,14
"But since it didn't happen here, we can put it out of our minds,  and people like Jenny McCarthy  can go around preaching messages  of fear and illiteracy from platforms  like ""Oprah"" and ""Larry King Live.""",但是因为它不是发生在我们身边，我们可以不管这事情， 像Jenny McCarthy那样的人 则依然能够在 奥普拉和拉里金的节目上 传播他们的畏惧和无知信息。,0.12383751369380655,0.4161624610424042,0.3711090683937073,0.47366654872894287,48
And they can do it because  they don't link causation and correlation.,他们之所以这么做 是因为他们没有把原因与关联放在一起看。,0.24767502738761307,0.4107344150543213,0.34731000661849976,0.5024987459182739,15
"They don't understand that these things seem the same,  but they're almost never the same.",他们也不知道，那些看上去一样的东西 事实上从来都不是一样的。,0.0,0.3988161087036133,0.34294718503952026,0.47643059492111206,20
"And it's something we need to learn, and we need to learn it really soon.",我们需要从中汲取经验教训，并且越早越好。,0.0,0.3899465501308441,0.340007483959198,0.45708101987838745,18
"This guy was a hero, Jonas Salk.",这位叫Jonas Salk的男士是一个英雄。,0.0,0.5047053694725037,0.5399527549743652,0.47377777099609375,9
He took one of the worst scourges of mankind away from us.,因为他发明了小儿麻痹症的疫苗使得人们避免了这最严重的灾难。,0.0,0.5267335176467896,0.5535385608673096,0.502404510974884,13
"No fear, no agony. Polio -- puff, gone.",现在人们不需要去畏惧患上这一疾病了，也不会有患病带来的痛楚，小儿麻痹症消失了。,0.14830739937189438,0.4016256332397461,0.3660346567630768,0.4448833763599396,12
"That guy in the middle, not so much.",中间那个男人就不是那么风光了。,0.12383751369380655,0.3733382225036621,0.311326801776886,0.46619749069213867,10
His name is Paul Offit.,他叫Paul Offit。,0.0,0.6906435489654541,0.6784383058547974,0.7032960057258606,6
He just developed a rotavirus vaccine with a bunch of other people.,他与其他几位研究者一道发明了轮状病毒疫苗。,0.0,0.4804410934448242,0.5307202935218811,0.438864141702652,13
"It'll save the lives of 400 to 500,000 kids  in the developing world every year.",这一疫苗每一年可以拯救发展中国家 4亿50万孩子的生命。,0.34434089760123476,0.5358384251594543,0.6081947684288025,0.4788680076599121,18
"Pretty good, right?",应当是好事，不是吗？,4.278179264606695,0.5864405035972595,0.6206583976745605,0.5557984113693237,5
"Well, it's good, except that Paul goes around talking about vaccines  and says how valuable they are  and that people ought to just stop the whining.",确实是很好。这是Paul会四处跟人们讲这一疫苗， 说它们有多好， 并称人们从此可以告别苦楚。,0.12427280164767711,0.4199827015399933,0.37387722730636597,0.4790588617324829,32
And he actually says it that way.,他确实是这么说的。,3.7238938287986976,0.5483914613723755,0.6197412014007568,0.4917742908000946,8
"So, Paul's a terrorist.",因此，我们把Paul当成是恐怖主义分子。,0.0,0.5832427740097046,0.6699134707450867,0.5164292454719543,7
"When Paul speaks in a public hearing,  he can't testify without armed guards.",当Paul要公开作证的时候， 他身边必须要有武装保安。,0.14114048387322065,0.4264049530029297,0.3957357108592987,0.46222734451293945,17
He gets called at home  because people like to tell him  that they remember where his kids go to school.,他在家里会接到恐吓电话 因为人们会跟他说 他们知道他孩子在哪里上学。,0.2459520445273789,0.42726758122444153,0.3587868809700012,0.528056263923645,23
And why? Because Paul made a vaccine.,为什么？因为Paul发明了一种疫苗。,0.0,0.5786654949188232,0.6796776056289673,0.5037930607795715,9
"I don't need to say this, but vaccines are essential.",我本不需要讲这个的，但疫苗确实是极其重要的。,0.12340526446895762,0.41257035732269287,0.36293768882751465,0.4779282808303833,13
"You take them away, disease comes back,  horrible diseases. And that's happening.",一旦停止疫苗注射，疾病又会卷土重来， 并且是非常可怕的疾病，这样的事情正在发生。,0.12383751369380655,0.41207343339920044,0.3586058020591736,0.48427867889404297,18
We have measles in this country now.,现在美国也出现麻疹了。,3.8261660656802645,0.6048462986946106,0.6357515454292297,0.5768064856529236,8
"And it's getting worse, and pretty soon kids  are going to die of it again because it's just a numbers game.",并且情况变得越来越糟糕， 不久，就会有孩子因为患上这个病而死，这只是一个数字问题。,0.0,0.5214212536811829,0.587870717048645,0.4684683680534363,26
