en_test,zh_test,GOOGLE,BLEU-1,BLEU-2,BLEU-3,BLEU-4,CHRF,CHRF++,TER,ROUGE1-R,ROUGE1-P,ROUGE1-F,ROUGE2-R,ROUGE2-P,ROUGE2-F,ROUGEL-R,ROUGEL-P,ROUGEL-F,BERTSCORE-R,BERTSCORE-P,BERTSCORE-F
"It's because possibilities on this planet,  they don't go back, they go forward.",而是因为这个地球上的可能性， 不是走到过去可以获得的，你要走到未来。,因为这个星球上的可能性，它们不会后退，而是前进。,45.819,37.002,31.052,26.457,31.883,27.328,57.576,0.444,0.615,0.516,0.2,0.308,0.242,0.364,0.571,0.444,0.717,0.782,0.748
"So I want to get in the machine, and I want to go forward.",也就是说，我想走进这个机器，走到未来。,所以我想进入机器，我想继续前进。,36.27,28.317,21.176,13.191,14.117,12.1,68.421,0.455,0.625,0.526,0.273,0.375,0.316,0.417,0.5,0.455,0.732,0.786,0.758
"This is the greatest time there's ever been on this planet  by any measure that you wish to choose:  health, wealth,  mobility, opportunity,  declining rates of disease ...",我们这个时代是最美好的时代， 不管你用何种方式来衡量，如： 健康、财富、 流动性、机遇、 患病率不断下降。,无论你选择什么衡量标准，这都是这个星球上有史以来最伟大的时刻：健康、财富、流动性、机会、疾病发病率下降……,52.83,40.318,31.706,27.522,25.353,21.731,63.265,0.462,0.444,0.453,0.2,0.2,0.2,0.387,0.387,0.387,0.808,0.777,0.792
There's never been a time like this.,从来没有过这么好的时代。,从来没有过这样的时刻。,74.708,63.976,54.97,48.835,44.833,38.429,25,0.625,0.714,0.667,0.286,0.333,0.308,0.625,0.714,0.667,0.87,0.896,0.882
"My great-grandparents died, all of them,  by the time they were 60.",我的曾祖父母 在60岁的时候就死去了。,我的曾祖父母在 60 岁时全部去世。,70.014,59.173,54.848,51.837,57.949,43.462,29.412,0.667,0.727,0.696,0.5,0.6,0.545,0.615,0.727,0.667,0.903,0.898,0.9
My grandparents pushed that number to 70.,我的祖父母70多岁就死了。,我的祖父母把这个数字推到了 70。,53.333,39.036,32.762,27.669,22.455,19.247,66.667,0.667,0.6,0.632,0.25,0.222,0.235,0.556,0.5,0.526,0.771,0.721,0.745
My parents are closing in on 80.,我的父母过世时是80几岁。,我的父母已经快80岁了。,58.106,39.896,31.846,24.641,22.357,19.163,50,0.556,0.556,0.556,0.25,0.25,0.25,0.556,0.556,0.556,0.804,0.831,0.817
So there better be  a nine at the beginning of my death number.,我希望我死去的时候 是在一个9数字开头的时候。,所以我的死亡数字最好是9开头。,41.806,19.352,9.667,5.861,13.492,11.565,68.182,0.583,0.7,0.636,0,0,0,0.4,0.6,0.48,0.724,0.774,0.748
"But it's not even about people like us,  because this is a bigger deal than that.",但这不仅仅是关乎我们这些人的事情， 因为事实比我们自身大得多。,但这甚至与我们这样的人无关，因为这比那更重要。,41.691,26.437,16.996,9.754,14.795,12.682,63.333,0.471,0.5,0.485,0.118,0.133,0.125,0.389,0.438,0.412,0.73,0.764,0.747
A kid born in New Delhi today  can expect to live as long as the richest man in the world did 100 years ago.,今天在新德里出生的一个小孩 可以像100年前世界上最富的人,今天出生在新德里的孩子的预期寿命可以与 100 年前世界首富的寿命一样长。,60.606,45.644,32.269,24.076,25.712,19.284,65.385,0.6,0.529,0.562,0.2,0.158,0.176,0.562,0.45,0.5,0.826,0.758,0.79
"Think about that, it's an incredible fact.",一样长寿命。 大家认真想想。这是个很了不起的事实啊。,想想看，这是一个令人难以置信的事实。,37.656,24.506,13.652,8.707,14.222,12.191,76,0.214,0.333,0.261,0.067,0.125,0.087,0.188,0.333,0.24,0.697,0.765,0.729
And why is it true?,为什么会出现这样的事实呢？,为什么这是真的？,40.145,24.778,17.627,13.085,20.04,17.177,61.538,0.25,0.5,0.333,0,0,0,0.25,0.5,0.333,0.717,0.784,0.749
Smallpox. Smallpox killed billions  of people on this planet.,是因为我们消灭了天花。 天花曾夺去了地球上数以亿计的人的生命。,天花。天花杀死了这个星球上数十亿人。,34.228,24.904,19.967,15.279,24.573,21.062,63.333,0.357,0.556,0.435,0.118,0.2,0.148,0.389,0.636,0.483,0.739,0.818,0.776
It reshaped the demography of the globe  in a way that no war ever has.,它重塑了地球的人口布局， 这是任何战争也无法相比的。,它以战争从未有过的方式重塑了全球人口结构。,43.296,26.753,14.602,9.195,12.941,11.092,76,0.467,0.583,0.519,0.067,0.091,0.077,0.312,0.417,0.357,0.748,0.78,0.764
It's gone. It's vanished.,但今天它已被彻底消灭了。,它消失了。它消失了。,32.749,17.26,11.509,8.171,8.519,7.302,75,0.333,0.75,0.462,0.125,0.25,0.167,0.333,0.375,0.353,0.627,0.764,0.689
We vanquished it. Puff.,是人类铲除了它。,我们战胜了它。噗。,33.333,28.868,22.834,17.747,12.103,10.374,87.5,0.5,0.5,0.5,0.4,0.333,0.364,0.5,0.429,0.462,0.754,0.762,0.758
"In the rich world,  diseases that threatened millions of us just a generation ago  no longer exist, hardly.",在当今的富有社会里 仅仅一代人之前还给数百万人的生命带来威胁的疾病已经 几乎不再出现了。,在富裕国家，上一代人威胁数百万人的疾病几乎已经不复存在。,43.324,32.719,23.2,15.689,23.928,20.51,57.143,0.455,0.667,0.541,0.13,0.214,0.162,0.333,0.533,0.41,0.774,0.861,0.815
"Diphtheria, rubella, polio ...","白喉, 德国麻疹，小儿麻痹症都几乎不存在了。",白喉、风疹、脊髓灰质炎……,12.472,7.494,5.167,3.695,5.235,4.487,85.714,0.083,0.2,0.118,0,0,0,0.083,0.143,0.105,0.637,0.727,0.679
does anyone even know what those things are?,你们知道这些名字是什么意思吗？,有人知道那些东西是什么吗？,52.763,38.833,22.737,14.983,17.327,14.852,46.667,0.556,0.625,0.588,0.25,0.286,0.267,0.556,0.625,0.588,0.795,0.821,0.808
"Vaccines, modern medicine,  our ability to feed billions of people,  those are triumphs of the scientific method.",疫苗和现代医学 以及人类为数百万人提供食品的能力， 这些都是科学方法的胜利。,疫苗、现代医学、我们养活数十亿人的能力，这些都是科学方法的胜利。,66.187,59.833,55.233,51.762,53.583,45.928,33.333,0.65,0.765,0.703,0.5,0.556,0.526,0.667,0.737,0.7,0.885,0.914,0.899
"And to my mind, the scientific method --  trying stuff out,  seeing if it works, changing it when it doesn't --  is one of the great accomplishments of humanity.",在我看来，科学方法 就是不断的尝试， 检验，改变的过程。 它本身也是人类最伟大的功绩之一。,在我看来，科学方法——尝试一些东西，看看它是否有效，当它无效时改变它——是人类的伟大成就之一。,57.447,43.281,33.461,26.735,24.141,20.692,59.524,0.571,0.545,0.558,0.2,0.185,0.192,0.538,0.483,0.509,0.774,0.742,0.758
So that's the good news.,所以这些都是好消息。,这就是好消息。,55.838,49.244,45.594,41.917,49.286,42.245,40,0.333,0.5,0.4,0.2,0.333,0.25,0.333,0.5,0.4,0.835,0.903,0.868
"Unfortunately, that's all the good news  because there are some other problems, and they've been mentioned many times.",但不幸的是，好消息就这么多， 因为我们还遇到了其他一些难题，也被提到过很多次。,不幸的是，这只是好消息，因为还有一些其他问题，并且它们已经被多次提及。,65.561,46.085,30.911,20.289,21.892,18.764,52.632,0.458,0.579,0.512,0.16,0.2,0.178,0.462,0.571,0.511,0.784,0.81,0.797
"And one of them is that  despite all our accomplishments,  a billion people go to bed hungry  in this world every day.",其中一个就是， 虽然我们取得了巨大的进步， 但是现在世界上还有10亿人吃不饱肚子， 每天，他们都在忍受饥饿的折磨。,其中之一是，尽管我们取得了所有成就，但这个世界上每天仍有十亿人饿着肚子上床睡觉。,46.964,32.312,19.951,13.271,19.08,16.354,60.377,0.321,0.409,0.36,0.097,0.136,0.113,0.312,0.435,0.364,0.797,0.837,0.817
"That number's rising, and it's rising really rapidly, and it's disgraceful.",这一数字还在上升，并且上升的速度很快。这是足以让我们丢脸的。,这个数字正在上升，而且上升得非常快，这是可耻的。,48.675,36.312,24.103,15.096,19.28,16.526,50,0.375,0.462,0.414,0.111,0.143,0.125,0.368,0.467,0.412,0.825,0.883,0.853
"And not only that, we've used our imagination  to thoroughly trash this globe.",不仅如此，人类的想象力 还给地球带来了巨大的垃圾。,不仅如此，我们还用我们的想象力彻底毁坏了这个地球。,56,43.205,34.364,27.274,21.578,18.496,66.667,0.583,0.538,0.56,0.167,0.154,0.16,0.462,0.429,0.444,0.807,0.803,0.805
"Potable water, arable land,  rainforests, oil, gas:  they're going away, and they're going away soon,  and unless we innovate our way out of this mess,  we're going away too.",饮用水、可耕地、 热带雨林、石油、天然气， 这些资源都在消失，并且消失的速度也很快。 除非我们懂得去创新， 否则我们就没有任何希望了。,饮用水、耕地、雨林、石油、天然气：它们正在消失，而且很快就会消失，除非我们以创新的方式摆脱这种混乱，否则我们也会消失。,66.52,52.787,42.664,34.553,30.633,26.257,50.794,0.517,0.556,0.536,0.222,0.242,0.232,0.459,0.472,0.466,0.801,0.833,0.817
So the question is: Can we do that? And I think we can.,问题是：我们做得到吗？我想我们可以做到。,所以问题是：我们能做到吗？我认为我们可以。,76.19,67.612,57.738,48.086,37.348,32.013,40,0.769,0.769,0.769,0.462,0.462,0.462,0.714,0.714,0.714,0.92,0.878,0.898
I think it's clear that we can make food  that will feed billions of people without raping the land that they live on.,我认为我们可以生产出足以养活数十亿人的粮食， 而不会损害他们赖以生存的土地。,我认为很明显，我们可以生产养活数十亿人的食物，而无需掠夺他们赖以生存的土地。,76.316,68.876,61.902,55.5,47.512,40.725,35.135,0.75,0.75,0.75,0.55,0.524,0.537,0.762,0.727,0.744,0.917,0.906,0.911
I think we can power this world with energy  that doesn't also destroy it.,我认为我们可以找到环境友好的能源 来供给世界能量。,我认为我们可以用能源为这个世界提供动力，但同时又不会摧毁它。,43.333,34.575,27.74,23.714,20.522,17.59,83.333,0.538,0.368,0.437,0.25,0.167,0.2,0.538,0.368,0.437,0.794,0.732,0.762
"I really do believe that, and, no, it ain't wishful thinking.",我确实是深信这样的理论的，这绝对不是臆想。,我真的相信这一点，不，这不是一厢情愿的想法。,50,26.726,12.132,6.962,10.714,9.184,71.429,0.462,0.5,0.48,0.077,0.077,0.077,0.357,0.357,0.357,0.772,0.758,0.765
But here's the thing that keeps me up at night --  one of the things that keeps me up at night:  We've never needed progress in science more than we need it right now. Never.,但我总是遇到让我晚上睡不着觉的事情。 这是其中一个让我晚上睡不着的事情。 人类历史上从来没有象今天这样急需科技的进步,但这是让我彻夜难眠的事情——让我彻夜难眠的事情之一：我们从来没有像现在这样需要科学进步。绝不。,49.192,32.552,19.813,10.991,16.137,13.832,64.286,0.4,0.455,0.426,0.107,0.125,0.115,0.382,0.448,0.413,0.76,0.779,0.769
And we've also never been in a position  to deploy it properly in the way that we can today.,而历史上我们也从未有过像今天这样的时机， 我们可以按照我们的意愿去使用这些科技。,我们也从未能够像今天这样正确地部署它。,20.206,17.704,15.688,13.548,29.328,25.138,71.795,0.3,0.5,0.375,0.136,0.273,0.182,0.261,0.5,0.343,0.707,0.793,0.747
"We're on the verge of amazing, amazing events  in many fields,  and yet I actually think we'd have to go back  hundreds, 300 years, before the Enlightenment,  to find a time when we battled progress,  when we fought about these things  more vigorously, on more fronts, than we do now.",在许多领域，我们都站在了惊人发现的 时代。 事实上，我认为我们需要往回看， 回到300年前，回到文艺复兴之前的年代， 只有在那个年代，才有人要抵抗进步， 才会有人比我们今天更加 猛烈的去反抗科技的进步。,我们正处于许多领域发生令人惊叹的事件的边缘，但实际上我认为我们必须追溯到启蒙运动之前数百年、300 年前，才能找到一个我们为进步而奋斗的时代，当我们为这些而奋斗的时代。我们在更多方面比现在更加积极地开展工作。,48.515,31.15,20.662,14.565,15.504,11.628,83.871,0.4,0.364,0.381,0.127,0.132,0.13,0.271,0.276,0.274,0.757,0.745,0.751
"People wrap themselves in their beliefs,  and they do it so tightly that you can't set them free.",人们总是喜欢把自己放在自己的理念框架里， 他们把自己包得那么死，往往无法脱身。,人们把自己包裹在自己的信仰之中，而且他们把自己包裹得如此之紧，以至于你无法让他们自由。,48.837,37.354,28.774,22.093,18.707,16.035,71.053,0.421,0.4,0.41,0.143,0.13,0.136,0.522,0.462,0.49,0.8,0.792,0.796
Not even the truth will set them free.,即使是听到了真理也不能使他们产生动摇。,即使真相也无法让他们获得自由。,35.743,19.776,10.483,6.548,10.159,8.707,63.158,0.333,0.444,0.381,0,0,0,0.333,0.444,0.381,0.756,0.812,0.783
"And, listen, everyone's entitled to their opinion;  they're even entitled to their opinion about progress.",听着，每个人都可以坚持他的观点， 他们甚至可以坚持他们关于进步的观点，,而且，听着，每个人都有权发表自己的意见；他们甚至有权对进步发表意见。,44.118,36.564,30.809,26.207,21.554,18.474,73.529,0.667,0.526,0.588,0.333,0.3,0.316,0.455,0.476,0.465,0.823,0.806,0.814
But you know what you're not entitled to?,但你知道你不能坚持什么吗？,但你知道你无权做什么吗？,69.003,63.561,57.067,48.861,39.078,33.496,30.769,0.75,0.75,0.75,0.625,0.625,0.625,0.778,0.778,0.778,0.884,0.904,0.894
"You're not entitled to your own facts. Sorry, you're not.",你不能只坚持你自己所知道的事实。真的，你不能。,你无权了解自己的事实。抱歉，你不是。,46.29,35.178,26,17.26,20.304,17.403,52.174,0.5,0.6,0.545,0.214,0.273,0.24,0.5,0.667,0.571,0.757,0.792,0.774
And this took me awhile to figure out.,我也是花了一段时间才领悟出来的,这花了我一段时间才弄清楚。,52.763,43.416,35.324,29.486,26.931,23.084,53.333,0.4,0.571,0.471,0.111,0.167,0.133,0.3,0.429,0.353,0.809,0.834,0.821
"About a decade ago, I wrote a story about vaccines  for The New Yorker. A little story.",大约十年前，我给《纽约客》写了一个故事 一个关于疫苗小故事。,大约十年前，我为《纽约客》写了一篇有关疫苗的报道。一个小故事。,77.419,68.155,59.272,52.221,43.853,37.588,34.483,0.889,0.762,0.821,0.579,0.524,0.55,0.75,0.682,0.714,0.924,0.901,0.912
"And I was amazed to find opposition:  opposition to what is, after all,  the most effective public health measure in human history.",但我发现竟然有那么多人要反对我 他们反对的是 人类历史上最有效的公共卫生预防措施。,我惊讶地发现了反对声音：毕竟，这是人类历史上最有效的公共卫生措施的反对声音。,66.644,54.612,45.921,41.494,39.302,33.688,51.282,0.579,0.55,0.564,0.286,0.286,0.286,0.5,0.478,0.489,0.776,0.792,0.784
